,Hoax Words,Frequency
4584,liput,11
4585,liquid,1
4586,liquified,2
4587,lirik,3
4588,list,4
4589,listrik,1
4590,litbang,2
4591,litbangkes,2
4592,liter,5
4593,literacy,4
4594,literasi,28
4595,live,39
4596,lives,1
4597,liwat,1
4598,liyar,1
4599,lkutin,1
4600,loa,2
4601,loba,1
4602,lockdow,1
4603,lockdown,161
4604,logika,1
4605,lok,2
4606,lokalisir,1
4607,lokasi,6
4608,lokasi2,1
4609,loker,2
4610,lokesyennya,1
4611,lolos,2
4612,lomba,4
4613,lonely,2
4614,longgar,1
4615,lonjak,4
4616,lontar,5
4617,loohh,2
4618,loohhhhh,1
4619,looossss,1
4620,lord,6
4621,lot,1
4622,louis,1
4623,louvre,1
4624,love,6
4625,lovers,1
4626,lowker,1
4627,lowokwaru,6
4628,lowong,5
4629,lp5n,2
4630,lpdp,1
4631,lpg,3
4632,lsi,1
4633,lsm,3
4634,lsng,1
4635,lte,1
4636,luang,2
4637,luap,1
4638,luar,7
4639,luas,8
4640,lubang,1
4641,lubis,7
4642,lucinta,1
4643,lucu,5
4644,lucu2,1
4645,ludahin,2
4646,lugur,1
4647,luhat,1
4648,luhut,290
4649,luhutmu,1
4650,luka,2
4651,lukas,2
4652,lukis,2
4653,lukman,3
4654,lukrat,1
4655,lul,1
4656,lulu,1
4657,lulus,1
4658,lumajang,1
4659,lumrah,1
4660,lunas,1
4661,luncur,11
4662,lup,1
4663,lupa,7
4664,lupaaaa,1
4665,lur,18
4666,lurd,2
4667,lurr,3
4668,lurrrr,1
4669,lurrrrr,1
4670,lutfi,4
4671,lutut,2
4672,luu,2
4673,luuh,2
4674,luwak,1
4675,luweh,1
4676,luwehh,1
4677,lwt,2
4678,maaf,12
4679,maarif,1
4680,maba,1
4681,mabes,3
4682,mabok,1
4683,mabuk,1
4684,macak,1
4685,macam2,1
4686,macaron,1
4687,macbook,2
4688,macem,3
4689,macemnya,1
4690,macet,2
4691,madam,6
4692,madeira,1
4693,madiun,2
4694,madjid,1
4695,madness,2
4696,madrid,3
4697,madura,10
4698,maduuuu,1
4699,madyopuro,1
4700,maem,1
4701,maemunah,1
4702,maenan,1
4703,mafindo,143
4704,mafira,1
4705,maganuco,1
4706,magrib,1
4707,maha,6
4708,mahaaal,1
4709,mahakam,1
4710,mahal,1
4711,mahas,1
4712,mahasiswa,2
4713,mahathir,3
4714,mahatir,1
4715,mahdiah,1
4716,mahfud,17
4717,mahira,1
4718,mahkluk,1
4719,mahl,1
4720,maia,1
4721,main,20
4722,maine,1
4723,mainstream,1
4724,majapahit,1
4725,majid,1
4726,major,1
4727,maju,12
4728,makan,11
4729,makane,1
4730,makarim,3
4731,makas,7
4732,makaseh,1
4733,makasih,46
4734,makasihh,4
4735,makasihhh,1
4736,makasii,2
4737,makasiih,2
4738,makasiihh,1
4739,makasiiii,1
4740,makemak,1
4741,maker,1
4742,makeshift,2
4743,makeup,1
4744,maki,2
4745,maklum,2
4746,makmsur,1
4747,makna,5
4748,maknya,1
4749,maksud,23
4750,maktub,1
4751,makzul,3
4752,mal,1
4753,malam,1
4754,malang,14
4755,malang2nya,1
4756,malangraya,2
4757,malanng,1
4758,malar,2
4759,maldini,1
4760,malehhh,1
4761,malem,5
4762,males,6
4763,malinggggggg,1
4764,malkot,8
4765,mallarangeng,1
4766,malm,1
4767,malmingan,1
4768,malng,1
4769,malu,18
4770,malu2,2
4771,malu2i,1
4772,malu2in,1
4773,maluuu,1
4774,mama,2
4775,mamacii,1
4776,mamawa,1
4777,mamin,1
4778,mampang,1
4779,mampu,12
4780,mana,35
4781,mana2,3
4782,manager,3
4783,manajer,1
4784,manca,2
4785,mancret,1
4786,mandali,1
4787,mandeg,3
4788,mandi,1
4789,mandiin,1
4790,mandiri,2
4791,manfaat,20
4792,manfaatin,2
4793,mangalitsa,1
4794,mangatakan,1
4795,manggarai,1
4796,manggil,1
4797,manggon,1
4798,manggut2,1
4799,mangkas,2
4800,mangkrak,1
4801,mangkusubroto,1
4802,mangsa,1
4803,manies,1
4804,manik2,1
4805,maning,1
4806,manipulasi,1
4807,manissssssss,1
4808,manja,1
4809,manjah,1
4810,manjatuhkan,1
4811,mannequin,1
4812,mansur,1
4813,mantaab,1
4814,mantab,3
4815,mantan,1
4816,mantap,1
4817,mantappp,1
4818,mantau,1
4819,manteman,2
4820,mantik,2
4821,mantu,1
4822,mantul,1
4823,manula,1
4824,manusia,18
4825,manusia2,1
4826,mar,1
4827,mara,2
4828,marabahaya,1
4829,marah,1
4830,marah2,3
4831,marain,1
4832,marak,4
4833,maren,1
4834,margaretha,2
4835,margono,1
4836,mari,3
4837,marion,1
4838,mariposa,2
4839,marissa,1
4840,marit,1
4841,maritim,1
4842,market,3
4843,marketeers,4
4844,markobar,1
4845,markplus,1
4846,marlon,1
4847,marshanda,2
4848,marsma,1
4849,marsudi,3
4850,martabat,2
4851,martin,1
4852,maruf,1
4853,maruli,1
4854,marwa,1
4855,marwan,1
4856,mas,53
4857,mas2,1
4858,masa,5
4859,masa2,2
4860,masak,1
4861,masakan,5
4862,masakin,1
4863,masalah,18
4864,masalh,1
4865,masang,2
4866,masarakat,1
4867,masarat,1
4868,masdimboy,1
4869,masela,1
4870,masikhu,1
4871,masing2,18
4872,masinton,3
4873,masio,1
4874,maske,1
4875,masker,7
4876,maskerr,1
4877,masks,1
4878,maslahah,1
4879,maslahat,2
4880,mass,2
4881,massaid,2
4882,massardi,5
4883,massive,1
4884,masterclass,1
4885,mastro,1
4886,masuk,26
4887,masukin,5
4888,masyakatnya,1
4889,masyara,2
4890,masyarak,4
4891,masyaraka,1
4892,masyarakan,1
4893,masyarakat,4
4894,mata,2
4895,matek,2
4896,materai,1
4897,materiel,2
4898,mati,17
4899,mati2an,3
4900,matiin,3
4901,matos,9
4902,matre,1
4903,mattalitti,1
4904,matursuwuuun,1
4905,mau,12
4906,maudy,20
4907,maupaun,1
4908,maw,1
4909,maya,10
4910,mayan,1
4911,mayang,2
4912,mayar,1
4913,mayat,1
4914,mayjen,2
4915,mayjend,1
4916,mayor,5
4917,mbacot,1
4918,mbak,2
4919,mbandel,2
4920,mbangun,1
4921,mbari,2
4922,mbek,1
4923,mben,1
4924,mbenerno,1
4925,mbetek,1
4926,mbetik,1
4927,mbiyen,1
4928,mbr,2
4929,mbrobol,1
4930,mc,2
4931,mcd,2
4932,mcgregor,1
4933,mckinsey,1
4934,mcp,1
4935,md3,1
4936,mdapat,1
4937,meaning,1
4938,mec,1
4939,mecat,1
4940,medal,1
4941,medeni,1
4942,medeteksi,1
4943,medi,1
4944,media,6
4945,media2,2
4946,medika,5
4947,medoakan,1
4948,medsos,14
4949,meeting,2
4950,megaria,1
4951,megawati,1
4952,meghan,3
4953,mejik,2
4954,mek,1
4955,mekaar,1
4956,mekar,1
4957,melal,1
4958,melanie,3
4959,melarat,1
4960,melayu,1
4961,melbourne,7
4962,meleddd,1
4963,melibatlan,1
4964,melintir,4
4965,melo,2
4966,melockdown,1
4967,melontarkn,1
4968,mem,7
4969,mema,1
4970,memanfaatkann,1
4971,memang,10
4972,memba,1
4973,membe,1
4974,member,1
4975,memberitahlan,1
4976,members,2
4977,membesar2kan,1
4978,membingukan,1
4979,membodohin,1
4980,membully,1
4981,memelas,1
4982,memframing,1
4983,memghina,1
4984,memikierkan,1
4985,meminimalisir,3
4986,mempawah,3
4987,memperba,1
4988,mempolitisir,1
4989,mempromokan,1
4990,memungkink,1
4991,memviralkan,1
4992,memyebar,1
4993,menag,9
4994,menak,1
4995,menang,42
4996,menantu,1
4997,menc,1
4998,mencint,1
4999,mencirin,1
5000,mencla,3
5001,mencle,3
5002,mencreeeeetttt,1
5003,mencrettt,1
5004,mencuc,1
5005,mend,2
5006,mendagri,1
5007,mende,1
5008,mendeklar,1
5009,mendelep,1
5010,mendem,1
5011,mendikbud,4
5012,mending,4
5013,menebak2,1
5014,meneg,1
5015,menegadkan,1
5016,menep,1
5017,mengada2,3
5018,mengadzab,1
5019,mengahadapi,1
5020,mengakomodir,1
5021,mengalahk,1
5022,mengalahkn,1
5023,mengaten,1
5024,mengejek2,2
5025,menggelobal,1
5026,menggil,1
5027,menggok,1
5028,mengha,1
5029,menghada,1
5030,menghadang,1
5031,menghi,1
5032,menghimbau,2
5033,mengid,1
5034,mengidenti,1
5035,mengijinkan,3
5036,mengin,1
5037,mengingfeksi,1
5038,mengrikan,1
5039,mengutamakn,2
5040,menhan,1
5041,menhub,12
5042,menhubnya,1
5043,meni,8
5044,menimalisir,1
5045,menindaklanjutinya,1
5046,meningal,1
5047,menirima,1
5048,menj,1
5049,menjakiti,1
5050,menjatuhk,1
5051,menjdi,1
5052,menjdkan,1
5053,menjlomprongkan,1
5054,menjudge,1
5055,menkes,23
5056,menkesnya,2
5057,menkeu,2
5058,menko,14
5059,menkomarves,1
5060,menkopolhukam,6
5061,menowo,1
5062,menpora,3
5063,mentah2,1
5064,mentang2,1
5065,mentas,3
5066,mentaya,1
5067,menteri,83
5068,menteri2nya,2
5069,mention,16
5070,mentri2,2
5071,mentri2nya,1
5072,mentrine,1
5073,meny,2
5074,menyebarka,1
5075,menyebarluaskan,1
5076,menyer,1
5077,mer,4
5078,merah,1
5079,merauke,1
5080,merch,1
5081,mercure,1
5082,merdeka,7
5083,merdekaind,1
5084,merdu,1
5085,merentuhkan,1
5086,merespon,1
5087,mereview,1
5088,meri,1
5089,meriksa,2
5090,merjosari,2
5091,merk,3
5092,merlot,1
5093,merobah,1
5094,merokeeeettt,1
5095,merokethoaxvalid,1
5096,merosot,1
5097,merr,1
5098,merry,3
5099,mersin,1
5100,mertua,1
5101,meru,1
5102,merupak,1
5103,mesan,1
5104,mesir,1
5105,mesk,1
5106,messaging,1
5107,messenger,1
5108,mesti,13
5109,meta,5
5110,meter,3
5111,meutia,1
5112,mexico,1
5113,meyelaraskan,1
5114,mgkin,1
5115,mgkn,3
5116,mgomong,2
5117,mhs,2
5118,mhsw,1
5119,mi,2
5120,mic,2
5121,michaella,1
5122,michelle,1
5123,micin,1
5124,microsoft,2
5125,mie,6
5126,mifi,1
5127,mik,2
5128,mikir,16
5129,mikiran,1
5130,mikiri,1
5131,mikirnya,4
5132,mil,3
5133,mila,2
5134,milea,3
5135,milenial,9
5136,milik,22
5137,millenial,2
5138,millennials,1
5139,milu,104
5140,mim,1
5141,mimin2,1
5142,mimiti,1
5143,mimpi,5
5144,mimpiiii,1
5145,mimpin,5
5146,minahasa,1
5147,minat,2
5148,mincess,3
5149,mindset,1
5150,mingg,1
5151,minggu,15
5152,mingguann,1
5153,minim,2
5154,minimal,1
5155,minjam,1
5156,minjemin,1
5157,minkem,1
5158,minkot,2
5159,minn,2
5160,minna,1
5161,minnn,3
5162,minsay,2
5163,minta,2
5164,minum,4
5165,minuman2,1
5166,minun,1
5167,mir,1
5168,mira,2
5169,mirror,2
5170,mis,3
5171,misi,1
5172,misin,1
5173,misinformasi,2
5174,miskin,2
5175,miskomunikasi,1
5176,miskonsepsi,1
5177,misleading,1
5178,missio,1
5179,missss,1
5180,mistadi,1
5181,mister,1
5182,misterrrr,1
5183,mitigasi,3
5184,mitigasinya,2
5185,mixture,1
5186,mkin,1
5187,mksh,1
5188,mlai,1
5189,mlebet,1
5190,mlehoy,1
5191,mlg,11
5192,mlh,2
5193,mliburkan,2
5194,mmastikan,1
5195,mmbatasi,1
5196,mmeinta,1
5197,mmg,9
5198,mmng,1
5199,mmnggebukan,1
5200,mmtc,1
5201,mnanggapi,1
5202,mncegah,1
5203,mndadak,1
5204,mnding,1
5205,mndpt,3
5206,mngadung,1
5207,mnghina,1
5208,mngorbankan,1
5209,mnjadi,2
5210,mnjd,1
5211,mnjelang,1
5212,mnkes,1
5213,mnrt,1
5214,mnutup,1
5215,mnyampaikan,1
5216,mobile,2
5217,mobilisasi,1
5218,mobilitas,1
5219,mochtar,2
5220,mockingbird,1
5221,moco,1
5222,modal,1
5223,model,2
5224,model2nya,1
5225,modi,1
5226,modifikasi,1
5227,moe,1
5228,moeldoko,2
5229,moga,118
5230,moga2,1
5231,mohammad,2
5232,mohon,13
5233,mojokerto,5
5234,molaik,1
5235,moleh,1
5236,molekul2,1
5237,molekular,1
5238,molen,1
5239,mom,2
5240,momen,1
5241,moms,1
5242,monardo,5
5243,monas,7
5244,monasss,1
5245,moncer,1
5246,mondo,4
5247,mone,1
5248,monggo,19
5249,mongo,1
5250,monica,1
5251,monitor,4
5252,monitoring,1
5253,monmaap,1
5254,monopoli,1
5255,monta,1
5256,montreal,1
5257,moon,3
5258,morat,1
5259,moroseneng,2
5260,morowali,1
5261,moscow,1
5262,moshing,1
5263,moso,2
5264,mossad,1
5265,mother,1
5266,moti,1
5267,motivasi,1
5268,motor,3
5269,motore,1
5270,movement,1
5271,moxkth,1
5272,moza,2
5273,mpang,1
5274,mpr,9
5275,mpud,1
5276,mranani,1
5277,mrintah2,1
5278,mrpk,1
5279,mrupakan,1
5280,msg,2
5281,msg2,1
5282,msjid,1
5283,mss,1
5284,msu,1
5285,mtrswun,1
5286,mts,1
5287,muak,4
5288,mual,1
5289,muara,3
5290,muat,5
5291,muba,1
5292,muchtar,1
5293,muda,1
5294,mudah,19
5295,mudah2,1
5296,mudah2an,3
5297,mudarat,1
5298,mudzakir,1
5299,mufidah,1
5300,muhadjir,1
5301,muhadkly,1
5302,muhammadiyah,1
5303,muhtadi,2
5304,mui,5
5305,muja,1
5306,muji,3
5307,muk,1
5308,muka,7
5309,mukernas,5
5310,mukidi,3
5311,mukim,2
5312,mukin,1
5313,mukul,2
5314,mula,1
5315,mulangin,1
5316,mules,3
5317,multiplek,1
5318,mulut,5
5319,mulya,1
5320,mulyadi,1
5321,mulyani,3
5322,mulyati,1
5323,mulyorejo,1
5324,mumoung,1
5325,munardo,2
5326,munas,1
5327,muncul,3
5328,muncung,1
5329,mundur,18
5330,mungk,2
5331,mungki,1
5332,mungut,1
5333,munir,2
5334,muntah,1
5335,muntai,1
5336,muqoddas,1
5337,muqtadir,1
5338,murah,1
5339,murdaningrum,2
5340,muren,3
5341,murid,1
5342,murmer,2
5343,murti,2
5344,museum,1
5345,mushola,1
5346,musical,2
5347,musicpreneur,1
5348,musik,6
5349,musnah,4
5350,muspida,1
5351,muspika,2
5352,musti,3
5353,mustofa,1
5354,musuh,1
5355,musyarawah,1
5356,mut,1
5357,muter2,1
5358,muteri,1
5359,muterin,1
5360,mutih,2
5361,mutu,1
5362,mutual,1
5363,mutualannya,1
5364,mutus,1
5365,myanmar,2
5366,n95,1
5367,naaaah,2
5368,naahh,1
5369,nabrak,2
5370,nada,1
5371,nadiem,4
5372,nadin,4
5373,naekin,1
5374,naf,1
5375,nafas,3
5376,nafkah,1
5377,naga,1
5378,naggepin,1
5379,naharin,1
5380,nahdlatul,2
5381,nahdliyin,1
5382,nahhh,1
5383,nahla,2
5384,nahrawardaya,1
5385,nahrawi,3
5386,naik,13
5387,naikin,3
5388,nainggolan,2
5389,najelaa,1
5390,najib,1
5391,najwa,414
5392,nakut2in,1
5393,nakuti,2
5394,nalar,1
5395,nali,2
5396,nama,34
5397,nama2,3
5398,namanye,1
5399,namaste,2
5400,nami,1
5401,nampaknya,1
5402,nampodong,1
5403,nampol,2
5404,nampolin,1
5405,nan,728
5406,nana,1
5407,nandi,2
5408,nandur,1
5409,nang,12
5410,nangani,1
5411,nangdi,2
5412,nanggung,4
5413,nangkap,5
5414,nangkep,8
5415,nangkepin,2
5416,nanti,6
5417,nanti2,1
5418,nanya,33
5419,nanya2,1
5420,napak,4
5421,napas,1
5422,nape,2
5423,napi,1
5424,napitupulu,8
5425,nar,1
5426,narahubung,2
5427,naras,1
5428,narasi,5
5429,narik,2
5430,narimaan,1
5431,narkoba,6
5432,naruto,1
5433,narwan,1
5434,nasabah,1
5435,nasakom,1
5436,nasbung,1
5437,nasdem,2
5438,nasehat,2
5439,nasib,4
5440,nasio,1
5441,nasiona,1
5442,nasuha,1
5443,nata,1
5444,natalie,2
5445,natalius,2
5446,nati,2
5447,nation,1
5448,national,3
5449,nations,1
5450,natuna,17
5451,naturalisasi,2
5452,nautin,1
5453,navis,1
5454,nawak,1
5455,nayumi,1
5456,nazi,1
5457,nba,1
5458,ncep,1
5459,nda,5
5460,ndablek,1
5461,ndagel,1
5462,ndak,12
5463,ndamel,1
5464,ndang,4
5465,ndapapa,1
5466,ndasmu,1
5467,ndelok,1
5468,ndeso,1
5469,ndisek,1
5470,ndk,2
5471,ndro,1
5472,ndrooo,1
5473,ndwe,1
5474,ndy,1
5475,neba,1
5476,nebar,1
5477,nebengin,1
5478,nega,4
5479,negar,8
5480,negara,12
5481,negara2,21
5482,negera,2
5483,negeri,1
5484,negeriqu,1
5485,negesin,1
5486,negoro,2
5487,negwri,1
5488,neil,6
5489,nekan,1
5490,neken,1
5491,neko,1
5492,nelongso,1
5493,nelusurin,1
5494,nembak,1
5495,nemenin,3
5496,nempel,4
5497,nemu,12
5498,nemu2,1
5499,neneng,1
5500,neng,6
5501,nengok,2
5502,neno,2
5503,nentang,1
5504,nenteng,1
5505,nentuin,1
5506,nepal,1
5507,ner,1
5508,nerima,9
5509,netgrit,1
5510,netijen,7
5511,netizennya,1
5512,nettizen,1
5513,netty,1
5514,network,5
5515,newell,2
5516,newsroom,1
5517,nextdev,1
5518,nga,6
5519,ngabalin,8
5520,ngabres,1
5521,ngabuburit,4
5522,ngabuburitnya,2
5523,ngabus,1
5524,ngaceng,1
5525,ngaco,7
5526,ngademin,2
5527,ngademinnya,1
5528,ngagel,1
5529,ngagelrejo,1
5530,ngagokin,1
5531,ngajak,4
5532,ngajak2,1
5533,ngajar,1
5534,ngaku,5
5535,ngaku2,1
5536,ngakuin,1
5537,ngalah,2
5538,ngalahhh,1
5539,ngalam,8
5540,ngalami,1
5541,ngalor,2
5542,ngambil,2
5543,ngamen,7
5544,ngamuk,2
5545,ngancam,1
5546,ngangep,1
5547,ngangkat,1
5548,ngantor,1
5549,nganu,1
5550,ngapa2in,1
5551,ngapaeeeen,1
5552,ngapaen,1
5553,ngape,1
5554,ngapunten,1
5555,ngapusi,1
5556,ngarah,1
5557,ngarepe,1
5558,ngarti,1
5559,ngasi,3
5560,ngaso,2
5561,ngasong,1
5562,ngatai,1
5563,ngatasi,2
5564,ngatasin,3
5565,ngatasinnya,1
5566,ngawor,1
5567,ngawu,1
5568,ngawurrr,1
5569,ngebacot,1
5570,ngebahas,1
5571,ngeband,2
5572,ngebangun,1
5573,ngebanned,1
5574,ngebayangin,1
5575,ngebentuk,1
5576,ngeberebet,1
5577,ngebisikin,1
5578,ngeblank,1
5579,ngebruk,1
5580,ngebuka,1
5581,ngebully,1
5582,ngebuzzer,1
5583,ngechat,1
5584,ngecilin,1
5585,ngedumel,1
5586,ngefitnah,1
5587,ngegas,4
5588,ngehang,1
5589,ngehina,1
5590,ngei,1
5591,ngejaga,1
5592,ngejamin,1
5593,ngejar,1
5594,ngejegleg,1
5595,ngejelasin,1
5596,ngejilatnya,1
5597,ngekek,1
5598,ngekeki,1
5599,ngela,1
5600,ngelakuin,2
5601,ngelamar,1
5602,ngelarang,1
5603,ngelawak,3
5604,ngelesnya,1
5605,ngelewatin,1
5606,ngelihat,1
5607,ngelike,1
5608,ngelindungin,1
5609,ngelindur,1
5610,ngeloncatin,1
5611,ngelu,1
5612,ngeluarin,2
5613,ngeluh,3
5614,ngeluin,1
5615,ngemeng,2
5616,ngene,4
5617,ngentenan,1
5618,ngentit,1
5619,ngeper,1
5620,ngepost,1
5621,ngerasain,1
5622,ngerazia,2
5623,ngerespon,1
5624,ngeriiiiii,1
5625,ngerik,1
5626,ngeritik,2
5627,ngerti,30
5628,ngertiin,1
5629,ngeruk,1
5630,ngerusak,1
5631,ngestan,1
5632,ngetatin,1
5633,ngetem,1
5634,ngetwit,1
5635,ngeyel,4
5636,ngeyelan,1
5637,nggambleh,1
5638,nggampangin,1
5639,ngganti,1
5640,nggantikan,1
5641,nggawe,1
5642,nggen,1
5643,nggih,2
5644,nggosok,2
5645,ngibul,13
5646,ngibuliman,1
5647,ngibulnya,1
5648,ngidam,1
5649,ngikuti,2
5650,ngimingi,1
5651,ngimpi,3
5652,ngingatin,1
5653,ngingetin,1
5654,nginteli,2
5655,ngintip,1
5656,ngirim,2
5657,ngirimi,1
5658,ngislam,1
5659,ngiyup,1
5660,ngkok,1
5661,nglamar,1
5662,ngmongnya,1
5663,ngobral,1
5664,ngobrol,22
5665,ngobrolin,8
5666,ngoceh,2
5667,ngoker,2
5668,ngomongnya,2
5669,ngomongo,1
5670,ngono,2
5671,ngopi,2
5672,ngopi2,1
5673,ngototnya,1
5674,ngrasa,1
5675,ngringkesi,1
5676,nguap,1
5677,ngubaran,1
5678,ngubas,1
5679,ngudut,1
5680,ngulitin,2
5681,ngumumin,4
5682,ngumumkan,1
5683,ngumung,1
5684,ngunci,1
5685,ngundang,2
5686,ngungsi,2
5687,ngupil,1
5688,ngurah,1
5689,ngurangin,2
5690,ngurusi,1
5691,ngurusnya,1
5692,ngusap,1
5693,ngusulkan,1
5694,ngutang,8
5695,niat,8
5696,nid,1
5697,nies,2
5698,nigeria,1
5699,nights,3
5700,nihhh,1
5701,nihil,1
5702,niii,1
5703,nik,3
5704,nikah,2
5705,nikmat,14
5706,nila,1
5707,nilai,28
5708,nimbun,5
5709,nina,2
5710,ningrat,1
5711,ningsih,2
5712,ninoy,1
5713,ninu,4
5714,nipis,1
5715,nisaurrohmah,1
5716,niscaya,1
5717,nitip,4
5718,nitizen,2
5719,nitril,1
5720,njajah,1
5721,njeplak,2
5722,njiiirrr,1
5723,njlebod,1
5724,njogo,1
5725,njop,2
5726,nkr,1
5727,nmbh,1
5728,nntn,1
5729,nobar,29
5730,nobat,2
5731,noer,1
5732,nokat,1
5733,nolak,1
5734,nolongin,1
5735,nomer,5
5736,nomernya,1
5737,nomor,1
5738,nongkrongin,1
5739,nongoll,1
5740,nonmuslim,1
5741,nonton,63
5742,nook,1
5743,noor,4
5744,nope,1
5745,norm,1
5746,north,1
5747,nose,1
5748,nostalgia,4
5749,nostalgila,1
5750,notice,1
5751,novaeny,1
5752,nt,1
5753,ntah,3
5754,ntaran,1
5755,ntat,1
5756,ntb,2
5757,nte,1
5758,ntik,1
5759,ntt,2
5760,ntu,1
5761,ntup,1
5762,nuansa,2
5763,nuduh,8
5764,nugas,1
5765,nuggu,1
5766,nuhun,1
5767,nular,2
5768,numbalin,1
5769,numberi,1
5770,numpang,11
5771,nun,1
5772,nunggu,36
5773,nurani,1
5774,nurcholis,1
5775,nurhadi,3
5776,nuril,1
5777,nurjanah,1
5778,nurmalasari,1
5779,nurmansjah,1
5780,nurmantyo,1
5781,nurmayanto,1
5782,nursery,1
5783,nurul,3
5784,nurunin,1
5785,nurut,3
5786,nus,1
5787,nusantara,1
5788,nusapenida,1
5789,nutup2in,2
5790,nutupi,2
5791,nutupin,2
5792,nuurul,1
5793,nuvo,1
5794,nuwun,5
5795,nuwus,10
5796,nuwus2,1
5797,nuwusss,1
5798,nyabang,1
5799,nyabung,1
5800,nyadar,5
5801,nyalahin,8
5802,nyali,3
5803,nyalla,1
5804,nyaman,1
5805,nyambungin,1
5806,nyanggg,1
5807,nyantai,2
5808,nyantuy,1
5809,nyanyi,12
5810,nyap2,1
5811,nyari,37
5812,nyari2,2
5813,nyaring,2
5814,nyata,52
5815,nyawa,1
5816,nyebar,6
5817,nyebutin,2
5818,nyeeeet,2
5819,nyelip,1
5820,nyelupin,1
5821,nyemangatin,1
5822,nyembuhin,3
5823,nyempr,1
5824,nyemprot,1
5825,nyepin,1
5826,nyerang,8
5827,nyesel,9
5828,nyetir,1
5829,nyetok,1
5830,nyetop,1
5831,nyimak,5
5832,nyimeng,2
5833,nyindir,2
5834,nyinyir,2
5835,nyinyirin,1
5836,nyleneh,1
5837,nyo,1
5838,nyoba,3
5839,nyobain,3
5840,nyoblos,4
5841,nyocot,1
5842,nyokabnya,1
5843,nyokap,1
5844,nyokapnya,1
5845,nyontek,1
5846,nyontohin,1
5847,nyumbang,1
5848,nyumbangin,1
5849,nyumpahin,1
5850,nyurati,1
5851,nyuratin,5
5852,nyuratinnya,1
5853,nyuruh2,1
5854,nyuwum,1
5855,nyuwun,6
5856,oalahhhh,1
5857,ob,2
5858,obat,13
5859,obatin,1
5860,objek,2
5861,objektifitas,1
5862,obral,1
5863,obras,1
5864,obrol,12
5865,observ,1
5866,observer,1
5867,ocean,2
5868,odgj,2
5869,odhop,1
5870,odong,3
5871,odp,9
5872,oetoro,1
5873,oewg,1
5874,official,2
5875,offline,7
5876,offlinenya,1
5877,offside,9
5878,ohhh,2
5879,oiya,5
5880,ojob,1
5881,ojokuwi,1
5882,oke2,1
5883,okeey,1
5884,okezone,1
5885,olah,3
5886,olahraga,3
5887,olang,2
5888,ole,1
5889,oleh,8
5890,oleh2,1
5891,oligarki,1
5892,olok,1
5893,olok2,2
5894,olok2an,1
5895,omah,1
5896,omahku,1
5897,omdo,1
5898,omg,4
5899,omong,8
5900,omonga,1
5901,omongin,1
5902,ondel,2
5903,ondel2,1
5904,onemed,1
5905,ongkir,1
5906,onoh,2
5907,onok,7
5908,ontel,1
5909,ooiii,1
5910,oon,1
5911,ooo,1
5912,ootb,1
5913,oper,1
5914,operain,1
5915,operasi,7
5916,operation,2
5917,opini,2
5918,opinion,2
5919,oplos,1
5920,oposisi,1
5921,opportunist,1
5922,oprasi,1
5923,ops,1
5924,opung,2
5925,oran,1
5926,orang,6
5927,orang2,19
5928,orangtua,3
5929,orangtuanya,3
5930,orangutan,2
5931,orba,4
5932,order,2
5933,org2,7
5934,organ,1
5935,organisasi,1
5936,origin,2
5937,original,5
5938,oro,2
5939,oro2,1
5940,orthopedi,1
5941,ortophedi,1
5942,ortu,2
5943,ortumu,1
5944,oscar,1
5945,ostrali,1
5946,ot4k,1
5947,otak,8
5948,otoda,1
5949,otorita,3
5950,otos,1
5951,otsus,1
5952,ottawa,1
5953,otw,4
5954,outbreak,3
5955,outfit,1
5956,outift,1
5957,outlet,1
5958,outpaces,1
5959,overseas,2
5960,overstay,1
5961,overtake,1
5962,ovo,1
5963,owh,2
5964,owi,2
5965,owner,1
5966,ownernya,1
5967,oww,1
5968,oyak,1
5969,oyen,1
5970,oyi,1
5971,ozil,2
5972,p2ld,1
5973,p3an,1
5974,p3ngen,1
5975,paaaaaakkk,1
5976,paaaaak,1
5977,paaak,2
5978,paak,2
5979,paakk,1
5980,pabrik,1
5981,pacar,4
5982,pacific,1
5983,pacitan,1
5984,pack,1
5985,pack2,1
5986,packed,1
5987,pacu,1
5988,pada,4
5989,padamuh,1
5990,padan,5
5991,padang,1
5992,padu,6
5993,paedah,1
5994,paf,2
5995,pagak,1
5996,pagi,1
5997,pagobnya,1
5998,paham,22
5999,pajajaran,2
6000,pak2,1
6001,pakai,30
6002,pakdeeee,1
6003,pakdhe,5
6004,pakewuh,2
6005,paki,1
6006,pakisaji,2
6007,pakisjajar,1
6008,pakistan,1
6009,pakk,4
6010,pakkk,2
6011,pakkkk,2
6012,pakkkkkkkkkkk,1
6013,paksa,9
6014,pakujajar,1
6015,palak,1
6016,palangkaraya,3
6017,palek,2
6018,palestina,5
6019,paling,2
6020,palma,1
6021,paloh,1
6022,pamekasan,2
6023,pamer,1
6024,pamingpin,2
6025,pamit,1
6026,pampang,1
6027,pan,4
6028,panadia,1
6029,panakukang,2
6030,panas,4
6031,pancing,2
6032,pancoran,1
6033,pand,1
6034,pandaan,3
6035,pandang,12
6036,pandanlandung,1
6037,pandanwangi,1
6038,pande,2
6039,pandemic,2
6040,panderman,3
6041,pandjaitan,5
6042,pandu,5
6043,panel,1
6044,pangandaran,1
6045,pangdam,1
6046,panggabean,2
6047,panggil,8
