,Hoax Words,Frequency
6099,polisi,15
6100,politica,1
6101,politics,1
6102,politik,9
6103,politika,1
6104,politis,4
6105,politisasi,4
6106,politisir,2
6107,polling,1
6108,polotik,1
6109,polpp,2
6110,polr,1
6111,polres,7
6112,polresta,3
6113,polri,27
6114,polsek,1
6115,poltek,1
6116,polwan,1
6117,polyester,1
6118,pom,4
6119,pompes,1
6120,ponselnya,1
6121,ponsius,1
6122,pontianak,4
6123,porak,1
6124,poranda,1
6125,pornhub,1
6126,porsine,1
6127,portable,1
6128,portfolio,3
6129,portugal,1
6130,pose,2
6131,posisi,3
6132,positip,1
6133,positive,1
6134,posko,9
6135,post,22
6136,postif,1
6137,postingan,10
6138,posttingan,1
6139,potensi,20
6140,potifi,1
6141,potoin,1
6142,potong,11
6143,potongab,1
6144,potret,2
6145,powell,1
6146,poyuono,12
6147,ppd,1
6148,ppdb,3
6149,ppk,4
6150,ppkpi,1
6151,ppl,1
6152,pppfffftttt,1
6153,pppk,1
6154,ppsu,1
6155,pqk,1
6156,prabon,1
6157,prabowo,118
6158,practice,2
6159,practices,1
6160,pragawan,1
6161,praha,2
6162,praktek,9
6163,praktik,1
6164,pram,2
6165,pramadya,1
6166,prambors,2
6167,pramita,2
6168,prancis,7
6169,pranowo,2
6170,prasaan,1
6171,prasetyo,1
6172,praveen,1
6173,pray,1
6174,precaution,1
6175,prediksi,4
6176,prediski,1
6177,preeeeeeeettt,1
6178,preesss,1
6179,premier,1
6180,premiere,1
6181,prepare,2
6182,pres,4
6183,presentation,1
6184,presenting,1
6185,presid,1
6186,preside,3
6187,presiden,7
6188,president,17
6189,presidenya,2
6190,preskon,1
6191,press,6
6192,prestasi,4
6193,pret,1
6194,pretty,6
6195,prevent,1
6196,pribadi,7
6197,price,1
6198,pride,1
6199,prihatin,2
6200,prinsip,1
6201,printer,2
6202,printing,1
6203,priode,3
6204,prioritas,4
6205,priotitas,1
6206,pripun,2
6207,priscila,1
6208,pristiwa,2
6209,privadi,1
6210,priyode,1
6211,priyono,1
6212,prlindungan,1
6213,probolinggo,1
6214,prod,1
6215,produksi,4
6216,profesi,2
6217,professional,3
6218,programmeer,1
6219,programmer,1
6220,progressif,1
6221,project,4
6222,projection,3
6223,promosi,1
6224,promosiin,1
6225,promoted,3
6226,property,1
6227,propinsi,3
6228,proporsionalitas,1
6229,proses,6
6230,proteksi,1
6231,protes,2
6232,protok,1
6233,protokol,2
6234,proudly,1
6235,prov,1
6236,provider,4
6237,provokasi,2
6238,proyek,3
6239,prppb,1
6240,prtimbangan,1
6241,ps,16
6242,psis,3
6243,psmp,1
6244,psms,2
6245,pssi,17
6246,psti,2
6247,pswt,1
6248,ptpn,1
6249,ptps,2
6250,puantesan,1
6251,puas,1
6252,puasa,7
6253,puasss,1
6254,publi,2
6255,publikasi,1
6256,publishing,1
6257,pudji,1
6258,puj,1
6259,puja,3
6260,puji,30
6261,pujiastuti,1
6262,pujon,1
6263,pukul,6
6264,pulak,1
6265,pulang,17
6266,pulangin,2
6267,pulau,6
6268,pulih,1
6269,puluh,18
6270,pulung,2
6271,pump,4
6272,puncak,2
6273,punggawa,1
6274,punhoaxvalid,1
6275,punten,5
6276,punya,2
6277,pura,1
6278,purn,2
6279,purnomo,1
6280,puruk,3
6281,purwakarta,2
6282,purwanto,1
6283,purwo,4
6284,purwodadi,2
6285,purwokerto,2
6286,purworejo,1
6287,pus,1
6288,pusat,5
6289,push,1
6290,pushidrosal,1
6291,puskemas,1
6292,puskesma,1
6293,puslatpur,3
6294,pustaka,3
6295,putar,20
6296,puter,5
6297,putera,1
6298,putin,2
6299,putiray,4
6300,putranto,4
6301,putri,1
6302,putus,18
6303,pvc,1
6304,py,1
6305,qabul,1
6306,qadarullah,1
6307,qarni,1
6308,qiu,1
6309,qom,1
6310,qorona,1
6311,qr,2
6312,qta,2
6313,quality,2
6314,quds,1
6315,quezon,1
6316,qunut,4
6317,quraish,9
6318,raba,1
6319,racun,3
6320,rafael,3
6321,ragam,5
6322,ragu,10
6323,ragunan,1
6324,rahardi,1
6325,rahardjo,1
6326,rahasia,16
6327,rahasiain,1
6328,rahmah,1
6329,raider,1
6330,raih,6
6331,raihaanun,5
6332,railmin,1
6333,railway,1
6334,raisa,10
6335,rajalela,2
6336,rajata,9
6337,rajin,3
6338,rakabuming,2
6339,rakya,1
6340,rakyat,233
6341,rakyata,1
6342,rakyatalah,1
6343,rakyay,1
6344,rakyt,2
6345,ralat,2
6346,ramai,15
6347,ramal,1
6348,ramayana,1
6349,rambah,1
6350,ramdany,1
6351,ramei,1
6352,ramengvrl,3
6353,rampal,4
6354,rampok,2
6355,ramu,5
6356,rancang,4
6357,ranch,2
6358,rang,11
6359,range,2
6360,rangen,1
6361,rangin,1
6362,rangkai,8
6363,rangkap,2
6364,rangkep,1
6365,rangkul,4
6366,rangkum,3
6367,rangkut,1
6368,rani,2
6369,rantau,4
6370,rap,1
6371,rapi,3
6372,rapid,1
6373,rapih,1
6374,rapihin,1
6375,raport,1
6376,rapper,5
6377,ras,5
6378,rasa,20
6379,rasane,1
6380,rasi,1
6381,rasmijan,1
6382,rasta,3
6383,rasuk,1
6384,rasuna,1
6385,rat,2
6386,rata,5
6387,ratas,1
6388,rate,1
6389,rating,1
6390,ratio,3
6391,raudlatut,1
6392,ravi,1
6393,rawa,1
6394,rawan,1
6395,rawat,15
6396,raya,8
6397,rayap,1
6398,rayendra,1
6399,rayon,1
6400,rayu,2
6401,raywhite,1
6402,rayya,1
6403,razak,2
6404,razer,1
6405,razor,1
6406,rban,1
6407,rea,1
6408,reaction,1
6409,read,1
6410,reader,2
6411,ready,17
6412,reaksi,3
6413,realisasi,1
6414,realita,1
6415,reality,2
6416,realtime,1
6417,rebah,4
6418,rebak,3
6419,rebo,2
6420,reborn,3
6421,rebut,6
6422,receh,1
6423,recok,9
6424,recom,2
6425,recomended,5
6426,recommend,1
6427,records,3
6428,recovering,1
6429,reda,3
6430,redam,4
6431,redcat,1
6432,redy,1
6433,reeeek,1
6434,referensi,30
6435,refillnya,1
6436,refleksi,1
6437,refly,2
6438,reformasi,11
6439,regane,1
6440,regina,1
6441,registrasi,1
6442,rehoboth,1
6443,rekam,15
6444,rekan,1
6445,rekk,1
6446,rekkk,1
6447,rekom,4
6448,rekomen,11
6449,rekomendasi,4
6450,rekomended,3
6451,rekrut,3
6452,relations,1
6453,relgius,1
6454,rem,2
6455,remaja,1
6456,remeh,6
6457,rempug,1
6458,rempye,1
6459,renacanakan,1
6460,renang,1
6461,renata,1
6462,rencana,17
6463,rendah,3
6464,rendra,2
6465,renung,1
6466,repaint,1
6467,repak,1
6468,replacements,1
6469,reply,10
6470,repo,1
6471,repost,1
6472,reposted,4
6473,repot,2
6474,reppel,1
6475,republic,2
6476,republican,1
6477,republika,1
6478,request,2
6479,resah,14
6480,rescue,1
6481,reshuffle,3
6482,resident,1
6483,resin,1
6484,resistensi,2
6485,resleting,2
6486,resmi,9
6487,reso,1
6488,respective,1
6489,respon,13
6490,responnya,3
6491,respons,3
6492,responsibility,1
6493,resso,2
6494,rest,1
6495,resti,1
6496,resto,3
6497,restorasi,2
6498,restrictions,1
6499,restu,1
6500,resuffle,1
6501,result,1
6502,retas,4
6503,retsleting,1
6504,retweeetttttt,1
6505,review,31
6506,reviewers,3
6507,reviews,3
6508,revisi,2
6509,rezeki,1
6510,rezky,1
6511,rhesa,2
6512,rheumatology,1
6513,rhoma,2
6514,rhsia,1
6515,riah,3
6516,riak,1
6517,riana,3
6518,riauonline,1
6519,ribet,7
6520,ribu,4
6521,rice,3
6522,ricebox,1
6523,ricis,1
6524,ricky,3
6525,rico,1
6526,ricuh,3
6527,rikala,1
6528,rilis,9
6529,riliv,1
6530,rim,3
6531,rindu,3
6532,ringan,2
6533,ringkus,2
6534,rintis,1
6535,risau,2
6536,risi,2
6537,risiko,2
6538,ritwit,1
6539,ritwt,1
6540,ritz,1
6541,riuh,1
6542,riweh,1
6543,riweuh,1
6544,riyadi,3
6545,riyono,1
6546,rizal,3
6547,rizieq,6
6548,rizqie,1
6549,rk,2
6550,rkuhp,6
6551,rkyt,1
6552,rkz,4
6553,rmh,6
6554,road,7
6555,roadshow,3
6556,roasting,1
6557,robert,3
6558,roboh,1
6559,robotik,1
6560,rochi,12
6561,rock,2
6562,rocky,4
6563,rodalon,1
6564,roger,1
6565,roh,1
6566,rohingnya,1
6567,rohingya,2
6568,rohmah,1
6569,rojiun,1
6570,rok,2
6571,roket,8
6572,rokok,2
6573,rombong,8
6574,romesko,1
6575,romi,1
6576,romli,1
6577,romo,1
6578,romokalisari,1
6579,ron,1
6580,ronald,1
6581,ronta,1
6582,room,2
6583,rosalyn,1
6584,rosiade,2
6585,rosulull,1
6586,roto,2
6587,rouen,1
6588,roy,4
6589,royyan,1
6590,rphoax,6
6591,rrc,7
6592,rri,2
6593,rscm,1
6594,rsi,1
6595,rsia,2
6596,rsj,1
6597,rspad,5
6598,rspi,2
6599,rssa,8
6600,rsu,5
6601,rsud,7
6602,rsup,3
6603,rtnya,1
6604,ru,1
6605,rua,1
6606,ruang,1
6607,rubah,4
6608,rubella,1
6609,rubilicious,1
6610,rudapaksa,1
6611,ruf,27
6612,rugi,14
6613,rujuk,11
6614,ruki,2
6615,ruko,2
6616,rum,1
6617,rumah,27
6618,rumania,1
6619,rumpoko,1
6620,rumus,1
6621,rundown,3
6622,rundownnya,1
6623,rundung,2
6624,rupi,1
6625,rupiyah,1
6626,rusa,3
6627,rusak,7
6628,rusia,2
6629,rusuh,10
6630,rusun,1
6631,ruu,3
6632,ruwindomart,2
6633,ryno,1
6634,rzm,1
6635,saaaaaangat,1
6636,saat,6
6637,sabangmerauke,1
6638,sabar,9
6639,sabda,1
6640,sabrina,1
6641,sabu,3
6642,sabun,1
6643,sachetan,1
6644,sacrifice,1
6645,sadar,11
6646,sadik,1
6647,sadizzz,1
6648,safenet,1
6649,saget,2
6650,sah,7
6651,saha,1
6652,sahabat,6
6653,sahari,1
6654,sai,2
6655,saidu,2
6656,saiful,4
6657,saing,3
6658,sair,1
6659,saiyya,1
6660,saj,2
6661,saja,1
6662,sajah,1
6663,sajatinya,1
6664,saji,5
6665,saki,1
6666,sakit,45
6667,sakjane,2
6668,sakniki,1
6669,sakno,1
6670,sakses,1
6671,saksi,44
6672,salah,46
6673,salahh,1
6674,salahin,5
6675,salahka,1
6676,salahsatunya,1
6677,salam,3
6678,salamuddin,1
6679,salatiga,1
6680,salbut,1
6681,salib,1
6682,salin,3
6683,saline,1
6684,salman,5
6685,salur,1
6686,salura,1
6687,sama,8
6688,samar,6
6689,sambang,1
6690,sambar,3
6691,sambung,4
6692,sambut,4
6693,samean,1
6694,samirah,1
6695,samirin,1
6696,sampa,1
6697,sampai,4
6698,samping,6
6699,sampit,1
6700,samples,1
6701,sampling,1
6702,sampul,1
6703,samsul,3
6704,sanata,1
6705,sanchez,2
6706,sandera,1
6707,sandiaga,21
6708,sanes,2
6709,sanget,1
6710,sangga,1
6711,sangka,8
6712,sangkal,2
6713,sangkut,7
6714,sanitasi,1
6715,sanitizer,61
6716,sanitizers,1
6717,sanjaya,1
6718,sanks,1
6719,sant,1
6720,santaai,1
6721,santi,2
6722,santoso,3
6723,santuuuuy,1
6724,sanusi,1
6725,saodah,1
6726,sapardi,9
6727,sapawarga,2
6728,sapitri,1
6729,sapta,1
6730,saputra,2
6731,saran,14
6732,sarap,1
6733,sarat,1
6734,sarcovid,1
6735,sardi,3
6736,sardo,1
6737,sareng,2
6738,sari,1
6739,sarinah,1
6740,sarkowi,1
6741,saroso,3
6742,sars,1
6743,sarumpaet,1
6744,sarwono,1
6745,sasar,2
6746,saskia,1
6747,sasmito,8
6748,sasongko,1
6749,sasuke,1
6750,satgas,13
6751,satinizer,1
6752,satlantas,1
6753,satpas,6
6754,satpol,5
6755,satu,64
6756,sauce,1
6757,saudara,3
6758,saudi,10
6759,saur,2
6760,saurus,1
6761,saved,1
6762,savrinadeya,1
6763,sawah,1
6764,sawangane,1
6765,sawojajar,17
6766,saya,1
6767,sayah,1
6768,sayang,14
6769,sayur,3
6770,sbaik,1
6771,sbaiknya,1
6772,sbelumnya,1
6773,sblumnya,1
6774,sblumnye,1
6775,sbntar,1
6776,school,7
6777,schroder,2
6778,scoll,1
6779,scoon,1
6780,screening,3
6781,screenshot,4
6782,script,1
6783,sctv,2
6784,sda,1
6785,sdf,1
6786,sdgkan,2
6787,sdr,1
6788,sdra,1
6789,seafood,1
6790,seba,1
6791,sebab,10
6792,sebag,1
6793,sebaga,1
6794,sebagain,1
6795,sebalikna,2
6796,sebar,163
6797,sebe,1
6798,sebentar,6
6799,seblak,2
6800,sebnr,1
6801,seboook,1
6802,sebrang,1
6803,sebrangnya,4
6804,sebut,25
6805,secangih,1
6806,secepatnyaa,1
6807,sechan,17
6808,secharian,40
6809,secon,1
6810,seconde,1
6811,sedi,2
6812,sedia,17
6813,sedih,1
6814,sedihhhhh,1
6815,sediih,1
6816,sedilit,1
6817,sedot,2
6818,sefrui,1
6819,segalaa,1
6820,segar,1
6821,segera,3
6822,segitu,5
6823,segitunya,2
6824,segra,1
6825,segreget,1
6826,seha,1
6827,sehar,1
6828,seharusn,1
6829,sehat,94
6830,sehing,1
6831,sej,1
6832,seja,1
6833,sejahtera,1
6834,sejajar,2
6835,sejarah,4
6836,sejati,3
6837,sejatim,1
6838,seju,1
6839,sejum,1
6840,sejumla,1
6841,sek,2
6842,sekadrun,1
6843,sekaliii,1
6844,sekarepmu,1
6845,sekarng,2
6846,sekda,1
6847,sekinahjl,1
6848,sekitar,13
6849,sekitarny,1
6850,sekjen,4
6851,seklian,1
6852,seko,1
6853,sekolah,1
6854,sekrg,1
6855,sekroll,1
6856,seksama,1
6857,sekule,1
6858,sekulerime,1
6859,sekutu,1
6860,sela,1
6861,selaluu,1
6862,selamat,17
6863,selancar,1
6864,selandia,2
6865,selaras,1
6866,selebgram,2
6867,selebritis,1
6868,selecta,1
6869,selenggara,23
6870,selesai,14
6871,seleuruh,1
6872,selfy,1
6873,seliwer,1
6874,seller,1
6875,selotip,1
6876,seludup,1
6877,selundup,2
6878,selur,1
6879,seluruh,1
6880,sem,3
6881,semai,1
6882,semak,1
6883,seman,1
6884,semangat,68
6885,semangatin,1
6886,semangattt,1
6887,semat,1
6888,sembah,14
6889,sembako,9
6890,sembarang,3
6891,sembuh,4
6892,sembunyi,8
6893,sembur,1
6894,semi,5
6895,semlm,1
6896,sempat,6
6897,sempetnya,1
6898,semprot,20
6899,semprotin,1
6900,semprul,1
6901,semrawut,1
6902,semua,1
6903,semuaa,2
6904,semuanyaa,1
6905,semvak,1
6906,sen,13
6907,senang,6
6908,senayan,7
6909,sendangmulyo,1
6910,sendir,1
6911,sendiri,5
6912,sendiria,1
6913,sene,1
6914,sengat,1
6915,senggol,1
6916,sengkaling,3
6917,sengketa,1
6918,sengsara,4
6919,seni,1
6920,senjata,3
6921,sense,1
6922,sensi,5
6923,sensor,1
6924,sentani,1
6925,sentil,2
6926,sentuh,2
6927,senya,1
6928,senyaaaap,1
6929,senyap,2
6930,senyapin,2
6931,senyappp,1
6932,senyappppp,1
6933,senyawa,1
6934,seoalah,1
6935,seok,1
6936,seokarno,5
6937,seorgpun,1
6938,sepak,1
6939,sepakat,6
6940,sepatu,4
6941,sepenuh,5
6942,sepi,1
6943,seporadis,1
6944,seprti,1
6945,septiaji,1
6946,septic,2
6947,sepupu,2
6948,seragam,2
6949,serah,13
6950,serame,1
6951,serang,23
6952,seranga,1
6953,serban,1
6954,serbu,3
6955,serda,2
6956,serempak,2
6957,serentak,9
6958,seret,3
6959,serie,2
6960,serikat,1
6961,sering,2
6962,serius,8
6963,serma,1
6964,serologis,1
6965,serpih,1
6966,serta,57
6967,sertifikasi,1
6968,seru,45
6969,server,5
6970,servis,2
6971,servise,1
6972,servisin,1
6973,sesal,4
6974,sesat,2
6975,sesimple,1
6976,sesmen,1
6977,session,2
6978,sessions,3
6979,sesuai,3
6980,sesumbar,1
6981,setatemen,1
6982,seterilkan,1
6983,setia,1
6984,setiabudi,1
6985,setiunggi,1
6986,setjen,1
6987,setop,3
6988,setor,3
6989,setrum,1
6990,sets,1
6991,settingan,2
6992,setujuuuh,1
6993,setujuuuu,1
6994,setyobudi,1
6995,seup,1
6996,seupama,1
6997,sewa,12
6998,seward,1
6999,sewo,1
7000,seyogyanya,1
7001,sgbsa,1
7002,shaking,1
7003,shanghai,2
7004,shantika,2
7005,share,42
7006,shareefa,1
7007,sharing,13
7008,shasta,1
7009,shaun,1
7010,sheep,1
7011,sheila,3
7012,sheinafia,3
7013,sherina,2
7014,sherinna,1
7015,sheryl,7
7016,shift,1
7017,shihab,71
7018,shin,1
7019,shinzo,1
7020,shoku,3
7021,sholah,1
7022,sholat,5
7023,sholatnya,1
7024,sholeh,2
7025,shooting,5
7026,shortages,1
7027,shortcut,1
7028,showcase,1
7029,showing,1
7030,showroom,1
7031,shrusny,1
7032,shut,1
7033,sia,3
7034,siadi,5
7035,siang,4
7036,sianying,1
7037,siap,23
7038,siapa,1
7039,siar,5
7040,siasat,1
7041,sibak,1
7042,sibapaki,1
7043,siber,3
7044,siberkreasi,6
7045,sibu,1
7046,sibuk,5
7047,sibuntelan,1
7048,sicilia,1
7049,sid,1
7050,sidak,3
7051,sidi,1
7052,sidik,5
7053,sidiq,2
7054,sidoarjohoax,2
7055,sidrap,1
7056,sifat,2
7057,siganture,1
7058,sigli,1
7059,signature,7
7060,sigura,4
7061,sih,2
7062,sihh,3
7063,sihhh,1
7064,sihhhhh,3
7065,sihombing,3
7066,siiih,1
7067,siiiiih,1
7068,sikap,12
7069,sikeras,1
7070,siksa,6
7071,sila,48
7072,silah,23
7073,silahturahmi,1
7074,silaka,1
7075,silakaaan,1
7076,silat,1
7077,silent,13
7078,silica,1
7079,silicagel,1
7080,silitonga,1
7081,silma,1
7082,siloam,1
7083,silop,1
7084,simak,9
7085,simanjuntak,1
7086,simbolon,1
7087,simpan,7
7088,simpang,5
7089,simpanh,1
7090,simpen,1
7091,simply,1
7092,simprug,2
7093,simpson,1
7094,simpul,1
7095,simuka,1
7096,sinam,1
7097,sinarmas,1
7098,sinchan,2
7099,sinchuan,1
7100,sindir,4
7101,sinergi,2
7102,sinetr,1
7103,sinetrom,1
7104,singanu,1
7105,singapur,1
7106,singgung,5
7107,singkawang,3
7108,singkir,3
7109,singo,2
7110,singosari,14
7111,sinitizer,2
7112,sintas,1
7113,sinulingga,1
7114,sio,1
7115,siola,2
7116,sipa,1
7117,sipandu,1
7118,sirait,1
7119,siram,1
7120,sirat,1
7121,siregar,1
7122,sirkel,1
7123,sirnaaaaa,1
7124,sisa,4
7125,sisain,1
7126,sisca,2
7127,sisriadi,1
7128,sist,1
7129,sitiiik,1
7130,sitik,1
7131,sitorus,1
7132,sittwe,1
7133,situ,1
7134,situng,5
7135,sivia,5
7136,sivirus,1
7137,siwon,2
7138,siyi,1
7139,size,1
7140,sjw,2
7141,sk,2
7142,skb,3
7143,skck,1
7144,skdnya,1
7145,skenario,1
7146,skill,2
7147,skin,1
7148,skitar,1
7149,skola,1
7150,skolah,2
7151,skr,5
7152,skrining,1
7153,skripsi,2
7154,skumpulan,1
7155,skutik,1
7156,slamet,1
7157,sleding,1
7158,slempang,3
7159,slice,1
7160,slime,1
7161,slip,1
7162,slipknot,1
7163,sll,1
7164,slm,1
7165,slogan,1
7166,slorok,1
7167,slur,4
7168,smack,1
7169,smak,2
7170,smakin,2
7171,sman,2
7172,smangat,1
7173,smart,1
7174,smartfren,1
7175,smartphone,1
7176,smbuh,1
7177,smg,2
7178,smgt,1
7179,smk,6
7180,smkn,3
7181,smntara,2
7182,smntr,1
7183,smntra,1
7184,smoga,6
7185,smpe,1
7186,smple,1
7187,smpn,4
7188,smpyn,1
7189,sms,5
7190,smst,1
7191,smu,1
7192,smuany,1
7193,snack,1
7194,snapgram,2
7195,snapping,1
7196,sndiri,1
7197,sneak,2
7198,sneg,1
7199,sngt,1
7200,snowee,1
7201,soa,1
7202,socmed,1
7203,sodara,4
7204,sodaranya,1
7205,sodet,2
7206,sodor,1
7207,soebroto,1
7208,soehao,1
7209,soeharto,4
7210,soekardjo,1
7211,soekarna,1
7212,soekarno,24
7213,soekmharto,1
7214,soemarno,1
7215,soerjo,1
7216,soerobojo,1
7217,soeta,2
7218,soetta,10
7219,soewitomo,1
7220,software,1
7221,sofyan,2
7222,sohaib,1
7223,sokong,1
7224,solaiman,2
7225,solasi,1
7226,soleh,2
7227,solo,1
7228,soloraya,1
7229,solovyov,1
7230,solusi,7
7231,solution,1
7232,somad,5
7233,son,2
7234,song,4
7235,sono,1
7236,sonya,2
7237,sophisticated,1
7238,sore,1
7239,sorga,1
7240,sorot,11
7241,sos,1
7242,sosial,1
7243,sosialisasi,6
7244,sotau,1
7245,soundtrack,7
7246,southern,1
7247,souvenir,1
7248,spam,2
7249,spangled,1
7250,spanyol,1
7251,sparepart,1
7252,sparoh,1
7253,spartan,1
7254,spdp,3
7255,speaker,6
7256,speakers,9
7257,speaking,2
7258,special,1
7259,specialist,1
7260,specimen,1
7261,specimennya,1
7262,speed,1
7263,speliasis,1
7264,spesialisasi,1
7265,spesifik,4
7266,speti,1
7267,spg,1
7268,spgk,1
7269,spider,1
7270,spkulasi,1
7271,splendid,1
7272,spoiler,1
7273,spoken,1
7274,spongebob,1
7275,spora,1
7276,sppt,2
7277,spray,8
7278,sprinlidik,2
7279,spss,1
7280,spy,6
7281,spya,1
7282,squadron,1
7283,squidward,1
7284,srilanka,2
7285,srimulat,1
7286,srimulyani,1
7287,sseayp,2
7288,sssst,1
7289,ssstttt,1
7290,ssttttt,1
7291,ssuai,1
7292,stabil,1
7293,stacia,2
7294,staf,1
7295,staff,3
7296,stafsus,3
7297,stage,5
7298,stages,1
7299,stake,1
7300,stakeholder,3
7301,stakeholders,1
7302,stand,1
7303,standa,1
7304,standar,1
7305,standart,1
7306,stanford,2
7307,starbucks,1
7308,started,1
7309,stasiun,1
7310,statemant,1
7311,statemen,3
7312,station,5
7313,status,3
7314,stavol,1
7315,stba,1
7316,steby,1
7317,stelan,1
7318,steril,3
7319,sterilin,2
7320,sterofoam,1
7321,stetmen,1
7322,sticker,1
7323,stikes,1
7324,stlh,1
7325,stm,2
7326,stmj,1
7327,stmm,2
7328,sto,2
7329,stop,2
7330,stories,4
7331,storytelling,6
7332,strategi,1
7333,strategic,1
7334,streaming,23
7335,streamingnya,2
7336,street,3
7337,streotip,1
7338,strerilin,1
7339,stress,1
7340,stretching,1
7341,striming,1
7342,struggle,1
7343,struktur,1
7344,students,1
7345,studios,2
7346,stuju,1
7347,stunting,2
7348,stupid,2
7349,style,1
7350,suami,3
7351,suara,32
7352,suaraaa,1
7353,suatu,1
7354,subdit,1
7355,subianto,14
7356,subono,1
7357,subroto,3
7358,substansif,1
7359,subyek,1
7360,subyekti,1
7361,subyektif,1
7362,sucipto,1
7363,sud,1
7364,sudan,1
7365,sudimoro,2
7366,sudirman,7
7367,sudoyo,1
7368,sudut,4
7369,sufehmi,1
7370,sugeng,4
7371,sugiono,1
7372,suharto,2
7373,suhat,9
7374,suhendi,1
7375,suhu,1
7376,suindiran,1
7377,suipppl,1
7378,suiss,1
7379,suite,1
7380,suk,1
7381,suka,2
7382,sukarno,5
7383,sukoharjo,1
7384,suksa,1
7385,sukses,5
7386,sukunn,1
7387,sukur,1
7388,sul,2
7389,sulap,2
7390,sulianti,3
7391,sulit,8
7392,suluh,1
7393,sulung,1
7394,sulut,1
7395,sumadi,2
7396,sumbang,8
7397,sumbawa,2
7398,sumbe,1
7399,sumber,5
7400,sumberpucung,2
7401,sumbersari,3
7402,sumenep,2
7403,summary,3
7404,summit,3
7405,sumpel,1
7406,sumsel,5
7407,sumuhun,2
7408,sunda,1
7409,sungguh,3
7410,sungkono,1
7411,sunny,1
7412,sunter,1
7413,sunting,58
7414,sunyi,2
7415,superglad,4
7416,superindo,2
7417,supply,2
7418,supporter,1
7419,supporting,1
7420,supran,2
7421,surab,1
7422,surabaya,54
7423,surakarta,2
7424,suramaadu,1
7425,suramadu,1
7426,surat,18
7427,surati,16
7428,suratin,2
7429,suratnyaa,1
7430,surel,1
7431,surely,1
7432,surfing,1
7433,surga,1
7434,surgical,1
7435,suriah,3
7436,suroboyo,1
7437,surprize,1
7438,suruh,11
7439,surup,1
7440,surut,1
7441,surveilans,1
7442,survey,4
7443,survivor,1
7444,suryo,1
7445,sus,6
7446,susah,7
7447,sushi,2
7448,susilo,3
7449,suska,1
7450,suspect,23
7451,suspects,1
7452,suspek,2
7453,susu,1
7454,susul,5
7455,susun,7
7456,susur,2
7457,susut,1
7458,sutamah,1
7459,sutami,1
7460,sutanto,1
7461,sutarti,1
7462,sutet,1
7463,sutiaji,69
7464,sutiyoso,1
7465,sutopo,6
7466,suwage,1
7467,suweee,1
7468,suwek,1
7469,suwon,3
7470,suwooon,1
7471,suwu,1
7472,suwun,27
7473,suwuu,1
7474,suwuun,1
7475,suwuuun,1
7476,suzy,1
7477,swab,5
7478,sweeney,2
7479,sweeping,3
7480,sweru,1
7481,swipe,2
7482,swiss,2
7483,sx,1
7484,syadzily,1
7485,syaiful,1
7486,syamsudin,1
7487,syaraf,2
7488,syarat,5
7489,syarief,2
7490,sydney,11
7491,syi,1
7492,synchronize,1
7493,syndrom,1
7494,syra,2
7495,syria,1
7496,syuhud,3
7497,syukur,8
7498,syukurny,1
7499,syuting,6
7500,syuwun,1
7501,taaaek,1
7502,taat,1
7503,tab,4
7504,tabligh,2
7505,tabo,1
7506,tabrak,5
7507,tabur,1
7508,tacb,2
7509,tadz,1
7510,taek,1
7511,tafsir,1
7512,tagar,2
7513,tagih,2
7514,tahan,25
7515,tahana,2
7516,tahap,2
7517,tahes,2
7518,tahilalats,1
7519,tahoma,1
7520,tahu,18
7521,tahuka,1
7522,tahun,12
7523,tahura,1
7524,taiklan,1
7525,taipei,1
7526,taiwan,8
7527,taiwanese,1
7528,tajam,1
7529,tajuk,5
7530,takar,7
7531,takdir,3
7532,takeaway,3
7533,takebeer,1
7534,takjub,1
7535,takluk,3
7536,takmir,1
7537,takon,2
7538,takoot,1
7539,takretweet,1
7540,takut,23
7541,talangagung,1
7542,talib,1
7543,talisa,1
7544,talks,14
7545,talkshow,5
7546,talok,2
7547,tamah,1
7548,tamat,1
7549,tambah,29
7550,tambahin,1
7551,tambak,1
7552,tambal,2
7553,tambora,1
7554,tambur,1
7555,tamiang,2
7556,tamiya,1
7557,tampak,4
7558,tampar,3
7559,tampi,2
7560,tampik,1
7561,tampil,18
7562,tamu,2
7563,tan,2
7564,tana,1
7565,tanam,9
7566,tanda,18
7567,tandan,2
7568,tandang,2
7569,tandatangani,2
7570,tandon,1
7571,tang,3
7572,tangan,226
7573,tangerang,4
7574,tanggal,3
7575,tanggap,26
7576,tangguh,2
7577,tanggulang,12
7578,tanggung,17
7579,tangio,1
7580,tangk,1
7581,tangkal,27
7582,tangkap,52
7583,tangkas,2
7584,tangkep,1
7585,tangkis,9
7586,tangkuban,1
7587,tanglet,1
7588,tani,19
7589,tanp,2
7590,tanpaaa,1
7591,tantan,1
7592,tantang,14
7593,tantowi,1
7594,tantular,1
7595,tanya,6
7596,tanyain,2
7597,tanyak,1
7598,tapa,1
7599,tapak,2
7600,tapanuli,1
7601,tapcash,1
7602,tape,4
7603,tapu,1
7604,tapukul,1
7605,tar,1
7606,tara,1
7607,targe,1
7608,target,1
7609,tari,5
7610,tarik,3
7611,taroan,1
7612,taruh,9
7613,tarung,12
7614,tashoora,1
7615,task,14
7616,taskforcenya,1
7617,tat,1
7618,tata,4
7619,tatap,1
7620,tau,5
7621,taua,1
7622,taubat,1
7623,taut,15
